name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Maruti Alto K10 VXI Optional,Maruti,Alto,K10 VXI Optional,2014,64000,Petrol,Dealer,Manual,Second Owner,9.0,424578,285000,MH22WU9926
Datsun RediGO S,Datsun,RediGO,S,2016,22000,Petrol,Individual,Manual,First Owner,12.0,424841,270000,MH89VK8325
Hyundai EON 1.0 Era Plus,Hyundai,EON,1.0 Era Plus,2017,28838,Petrol,Individual,Manual,First Owner,11.0,425011,280000,MH88VH8891
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2017,60000,Petrol,Individual,Manual,First Owner,9.0,425350,400000,MH90TP2612
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2014,80000,Petrol,Individual,Manual,Second Owner,13.0,425390,290000,MH36EU4858
Maruti Swift 1.3 DLX,Maruti,Swift,1.3 DLX,2015,40000,Diesel,Individual,Manual,Second Owner,11.31,425525,270000,MH59CE8206
Maruti Alto K10 LX,Maruti,Alto,K10 LX,2020,1100,Petrol,Individual,Manual,Fourth & Above Owner,11.0,425719,250000,MH50TI3012
Maruti Alto K10 VXI AGS,Maruti,Alto,K10 VXI AGS,2015,4432,Petrol,Dealer,Automatic,Second Owner,15.0,425823,281000,MH24JD6365
Hyundai i10 Magna,Hyundai,i10,Magna,2012,49824,Petrol,Dealer,Manual,First Owner,14.36,425893,229999,MH79MP2465
Ford Fiesta 1.4 ZXi Leather,Ford,Fiesta,1.4 ZXi Leather,2007,170000,Petrol,Individual,Manual,First Owner,10.69,426081,100000,MH88IL2792
Maruti Alto LXi BSII,Maruti,Alto,LXi BSII,2002,80000,Petrol,Individual,Manual,Fourth & Above Owner,10.0,426091,100000,MH61XL2548
Tata Zest Quadrajet 1.3,Tata,Zest,Quadrajet 1.3,2016,70000,Diesel,Individual,Manual,First Owner,12.0,426218,250000,MH71LU7616
Honda Amaze S i-Dtech,Honda,Amaze,S i-Dtech,2013,127884,Diesel,Dealer,Manual,First Owner,12.0,426278,315000,MH24UQ5948
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,Chevrolet,Sail,Hatchback 1.3 TCDi LT ABS,2014,120000,Diesel,Individual,Manual,First Owner,10.0,427073,250000,MH93BC8370
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2008,70000,Petrol,Individual,Manual,First Owner,13.0,427216,125000,MH29KJ8341
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2005,80000,Petrol,Individual,Manual,First Owner,10.0,427324,110000,MH35RA1320
Hyundai i20 1.2 Asta,Hyundai,i20,1.2 Asta,2011,72000,Petrol,Dealer,Manual,First Owner,9.0,427378,375000,MH95IZ7151
Ford Fiesta Classic 1.4 SXI Duratorq,Ford,Fiesta,Classic 1.4 SXI Duratorq,2006,120000,Diesel,Individual,Manual,Third Owner,13.0,427614,110000,MH98XN3388
Maruti Alto LX,Maruti,Alto,LX,2006,100000,Petrol,Individual,Manual,Third Owner,9.91,427885,105000,MH83JC7181
Maruti Omni E 8 Str STD,Maruti,Omni,E 8 Str STD,2007,90000,Petrol,Individual,Manual,Fourth & Above Owner,10.0,428100,110000,MH91PT5658
Ford Fiesta 1.4 ZXi TDCi ABS,Ford,Fiesta,1.4 ZXi TDCi ABS,2009,100000,Diesel,Individual,Manual,Fourth & Above Owner,15.0,428404,110000,MH45WJ4981
Honda City E,Honda,City,E,2013,123084,Petrol,Dealer,Manual,First Owner,9.32,428634,380000,MH96BO5291
Honda Amaze S i-Dtech,Honda,Amaze,S i-Dtech,2013,95851,Diesel,Dealer,Manual,First Owner,14.0,428842,310000,MH56LH8949
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Swift,Dzire 1.2 Vxi BSIV,2012,90000,Petrol,Individual,Manual,Second Owner,10.05,428861,368000,MH99BZ1506
Tata Sumo SE Plus BSIII,Tata,Sumo,SE Plus BSIII,2002,120000,Diesel,Individual,Manual,First Owner,11.68,428998,100000,MH44NZ9397
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2012,45000,Petrol,Individual,Manual,Second Owner,12.29,429141,193000,MH43JR7973
Chevrolet Beat LT LPG,Chevrolet,Beat,LT LPG,2011,110000,LPG,Individual,Manual,First Owner,11.26,429164,200000,MH25YO6201
Maruti Swift 1.2 DLX,Maruti,Swift,1.2 DLX,2018,35000,Petrol,Individual,Manual,First Owner,9.0,429305,300000,MH31DJ9956
Mahindra Verito Vibe 1.5 dCi D6,Mahindra,Verito,Vibe 1.5 dCi D6,2015,40000,Diesel,Individual,Manual,First Owner,11.33,429347,280000,MH12TA9662
Maruti Gypsy King Hard Top,Maruti,Gypsy,King Hard Top,2000,60000,Petrol,Individual,Manual,Fourth & Above Owner,11.0,429594,165000,MH73PW7088
Skoda Fabia 1.2 MPI Ambition Plus,Skoda,Fabia,1.2 MPI Ambition Plus,2012,50000,Petrol,Individual,Manual,First Owner,13.1,429655,300000,MH50BF2833
Tata Indigo Grand Petrol,Tata,Indigo,Grand Petrol,2014,100000,Petrol,Individual,Manual,First Owner,10.0,429880,250000,MH19CY6821
Datsun GO Plus T Option,Datsun,GO,Plus T Option,2017,80000,Petrol,Individual,Manual,First Owner,9.0,429973,350000,MH92KW1825
Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,Maruti,Omni,Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018,28000,Petrol,Dealer,Manual,First Owner,15.0,430015,310000,MH18XP4922
Fiat Linea Dynamic,Fiat,Linea,Dynamic,2013,70000,Petrol,Individual,Manual,First Owner,10.7,430116,350000,MH38JR3170
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,11.0,430360,240000,MH45NS6057
Tata New Safari DICOR 2.2 GX 4x2 BS IV,Tata,New,Safari DICOR 2.2 GX 4x2 BS IV,2012,80000,Diesel,Individual,Manual,First Owner,14.0,430437,320000,MH77SK7821
Hyundai i20 Magna,Hyundai,i20,Magna,2010,90000,Petrol,Individual,Manual,Third Owner,14.02,430622,210000,MH12LR8082
Hyundai Verna CRDi,Hyundai,Verna,CRDi,2008,70950,Diesel,Individual,Manual,Second Owner,10.0,430912,150000,MH97TJ5848
Mahindra Quanto C6,Mahindra,Quanto,C6,2013,60000,Diesel,Individual,Manual,First Owner,9.0,430962,300000,MH68TR1265
Hyundai Santro Xing GL Plus LPG,Hyundai,Santro,Xing GL Plus LPG,2011,60000,LPG,Individual,Manual,Second Owner,12.2,431407,229999,MH25JP7966
Maruti Swift 1.2 DLX,Maruti,Swift,1.2 DLX,2015,45000,Petrol,Individual,Manual,First Owner,12.79,431589,217000,MH60DM7317
Chevrolet Beat LS,Chevrolet,Beat,LS,2016,70000,Petrol,Individual,Manual,Third Owner,11.0,431608,250000,MH44AY3492
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2013,42000,Petrol,Individual,Manual,Third Owner,15.0,431709,210000,MH50ZA9166
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2008,110000,Petrol,Individual,Manual,Third Owner,12.0,432055,120000,MH40ZD3468
Tata Indigo GLS,Tata,Indigo,GLS,2008,120000,Petrol,Individual,Manual,First Owner,15.0,432501,130000,MH61IR4220
Honda City S,Honda,City,S,2012,50000,Petrol,Individual,Manual,Second Owner,11.0,432507,320000,MH18WB6179
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2009,79000,Petrol,Individual,Manual,Third Owner,9.73,432709,150000,MH97PA6001
Chevrolet Spark 1.0,Chevrolet,Spark,1.0,2009,70000,Petrol,Individual,Manual,First Owner,13.29,432760,125000,MH74HA9387
Honda Brio S MT,Honda,Brio,S MT,2013,57353,Petrol,Trustmark Dealer,Manual,First Owner,12.56,432797,295000,MH97BS9357
Hyundai EON D Lite,Hyundai,EON,D Lite,2016,30000,Petrol,Individual,Manual,First Owner,11.82,432825,210000,MH63FO9284
Maruti Alto LX,Maruti,Alto,LX,2004,70000,Petrol,Individual,Manual,First Owner,11.0,432881,100000,MH67QL5962
Renault KWID RXT Optional,Renault,KWID,RXT Optional,2016,30000,Petrol,Individual,Manual,First Owner,15.0,432966,300000,MH36KO1375
Hyundai Getz GLX,Hyundai,Getz,GLX,2007,90000,Petrol,Individual,Manual,First Owner,9.93,432986,110000,MH24GL4982
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2014,80000,Petrol,Individual,Manual,First Owner,9.29,432993,320000,MH55CE8871
Maruti Wagon R VXI Plus Optional,Maruti,Wagon,R VXI Plus Optional,2017,19000,Petrol,Individual,Manual,First Owner,12.0,433414,380000,MH19CA7201
Ford Fiesta 1.6 Duratec S,Ford,Fiesta,1.6 Duratec S,2010,70000,Petrol,Individual,Manual,Second Owner,12.0,433477,300000,MH70XS4772
Hyundai Accent GLS,Hyundai,Accent,GLS,2007,76000,Petrol,Dealer,Manual,Third Owner,13.0,433502,125000,MH82GV4817
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2012,90000,Petrol,Individual,Manual,First Owner,14.23,433530,200000,MH19BB3564
Tata Tiago 1.2 Revotron XE,Tata,Tiago,1.2 Revotron XE,2016,30000,Petrol,Individual,Manual,First Owner,11.56,434111,300000,MH54XL8169
Hyundai EON Magna Optional,Hyundai,EON,Magna Optional,2015,20500,Petrol,Individual,Manual,First Owner,10.0,434321,300000,MH37ZF5841
Ford Figo Diesel Celebration Edition,Ford,Figo,Diesel Celebration Edition,2013,90000,Diesel,Individual,Manual,Second Owner,11.91,434797,285000,MH22TZ3713
Skoda Rapid 1.6 TDI Ambition,Skoda,Rapid,1.6 TDI Ambition,2013,120000,Diesel,Individual,Manual,Third Owner,12.12,434809,210000,MH81GV6477
Hyundai i10 Magna,Hyundai,i10,Magna,2012,60000,Petrol,Individual,Manual,Second Owner,9.0,434846,250000,MH70DA2392
Maruti Alto 800 Base,Maruti,Alto,800 Base,2012,8000,Petrol,Individual,Manual,First Owner,9.0,435256,250000,MH34RG5182
Hyundai Xcent 1.1 CRDi S,Hyundai,Xcent,1.1 CRDi S,2016,175000,Diesel,Individual,Manual,First Owner,11.0,435403,270000,MH78JT6647
Maruti SX4 Vxi BSIV,Maruti,SX4,Vxi BSIV,2010,70000,Petrol,Individual,Manual,First Owner,13.0,435439,250000,MH39KU6178
Maruti Swift VDI,Maruti,Swift,VDI,2013,65000,Diesel,Dealer,Manual,First Owner,10.04,435453,365000,MH53WS1660
Maruti Alto K10 LXI CNG Optional,Maruti,Alto,K10 LXI CNG Optional,2016,50000,CNG,Individual,Manual,First Owner,9.0,435746,300000,MH33PV9048
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2016,43700,Petrol,Individual,Manual,First Owner,11.94,435856,220000,MH15WN6589
Hyundai i10 Magna,Hyundai,i10,Magna,2012,49824,Petrol,Dealer,Manual,First Owner,11.84,435908,229999,MH32MI4433
Maruti Wagon R VXI BS IV with ABS,Maruti,Wagon,R VXI BS IV with ABS,2014,64000,Petrol,Individual,Manual,Second Owner,,436092,290000,MH18ZT7683
Volkswagen Vento Diesel Comfortline,Volkswagen,Vento,Diesel Comfortline,2012,97000,Diesel,Individual,Manual,First Owner,15.0,436118,215000,MH48MK1344
Hyundai Santro Xing XS,Hyundai,Santro,Xing XS,2008,90000,Petrol,Individual,Manual,Second Owner,11.0,436142,150000,MH47SV8385
Ford Figo Petrol Titanium,Ford,Figo,Petrol Titanium,2015,50000,Petrol,Individual,Manual,Second Owner,13.0,436149,300000,MH12NH1193
Datsun RediGO T Option,Datsun,RediGO,T Option,2017,46000,Petrol,Individual,Manual,First Owner,11.0,436441,250000,MH52IW2597
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2008,100000,Petrol,Individual,Manual,First Owner,15.0,436442,130000,MH60WB7575
Maruti Alto K10 2010-2014 VXI,Maruti,Alto,K10 2010-2014 VXI,2011,40000,Petrol,Individual,Manual,First Owner,14.0,436922,200000,MH79DB3837
Hyundai Elantra CRDi (Leather Option),Hyundai,Elantra,CRDi (Leather Option),2006,120000,Diesel,Individual,Manual,Third Owner,13.64,437008,125000,MH25IW7416
Hyundai EON D Lite Plus,Hyundai,EON,D Lite Plus,2015,30000,Petrol,Individual,Manual,First Owner,11.04,437034,250000,MH13SG5915
Ford Fiesta 1.6 Duratec EXI Ltd,Ford,Fiesta,1.6 Duratec EXI Ltd,2008,80000,Petrol,Individual,Manual,Second Owner,12.0,437047,120000,MH65AY3259
Maruti Alto LXi,Maruti,Alto,LXi,2009,20000,Petrol,Individual,Manual,First Owner,9.0,437163,110000,MH35EU8439
Maruti Wagon R LX Minor,Maruti,Wagon,R LX Minor,2013,38000,Petrol,Individual,Manual,First Owner,9.0,437645,250000,MH83GX4543
Honda City 1.5 EXI S,Honda,City,1.5 EXI S,2004,100000,Petrol,Individual,Manual,Third Owner,15.0,437913,105000,MH14DO1317
Hyundai EON 1.0 Era Plus,Hyundai,EON,1.0 Era Plus,2012,48000,Petrol,Dealer,Manual,First Owner,14.0,438036,225000,MH72KW3989
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Laura,Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,11.0,438126,385000,MH79NL8923
Maruti Swift VDI,Maruti,Swift,VDI,2013,60000,Diesel,Individual,Manual,First Owner,13.14,438462,325000,MH96CK4439
Tata Bolt Revotron XE,Tata,Bolt,Revotron XE,2016,90000,Petrol,Individual,Manual,Second Owner,9.75,438575,300000,MH99HX5442
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2012,50000,Petrol,Individual,Manual,First Owner,15.0,438829,300000,MH45PB2961
Hyundai Accent GLS,Hyundai,Accent,GLS,2004,110000,Petrol,Individual,Manual,Second Owner,10.06,438917,120000,MH46TG2221
Hyundai i10 Sportz 1.2,Hyundai,i10,Sportz 1.2,2010,60000,Petrol,Individual,Manual,Second Owner,13.37,438968,210000,MH79XE6805
Mahindra Bolero SLX,Mahindra,Bolero,SLX,2008,100000,Diesel,Individual,Manual,First Owner,9.0,438972,155000,MH76JE2307
Ford Figo 1.2P Ambiente MT,Ford,Figo,1.2P Ambiente MT,2015,45000,Petrol,Individual,Manual,First Owner,10.72,439078,229999,MH30UI3714
Chevrolet Spark 1.0,Chevrolet,Spark,1.0,2008,100000,Petrol,Individual,Manual,Third Owner,13.0,439247,120000,MH44VB3018
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2018,35000,Petrol,Dealer,Manual,First Owner,12.44,439337,305000,MH38FV7766
Hyundai Santro LS zipPlus,Hyundai,Santro,LS zipPlus,2003,60000,Petrol,Individual,Manual,First Owner,11.98,439383,100000,MH92YE9884
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2008,40000,Petrol,Individual,Manual,Second Owner,14.36,439890,130000,MH15WT6678
Renault KWID Climber 1.0 AMT BSIV,Renault,KWID,Climber 1.0 AMT BSIV,2017,7658,Petrol,Dealer,Automatic,First Owner,9.18,439948,350000,MH26OD4221
Tata Indigo LS,Tata,Indigo,LS,2008,90000,Diesel,Individual,Manual,First Owner,11.11,440124,105000,MH94VU5055
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2009,70000,Petrol,Individual,Manual,Fourth & Above Owner,9.0,440392,120000,MH74QV7105
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2018,30000,Petrol,Dealer,Manual,First Owner,13.0,440423,285000,MH13BS5573
Hyundai EON D Lite Plus,Hyundai,EON,D Lite Plus,2015,40903,Petrol,Dealer,Manual,First Owner,15.0,440450,235000,MH10CI9283
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2015,46000,Petrol,Individual,Manual,Second Owner,12.42,441384,285000,MH56MK9385
Tata Indigo TDI,Tata,Indigo,TDI,2009,120000,Diesel,Individual,Manual,Third Owner,9.0,441695,100000,MH94SO1681
Maruti Alto LX BSIII,Maruti,Alto,LX BSIII,2007,100000,Petrol,Individual,Manual,Second Owner,14.38,441820,125000,MH24HN2711
Tata Zest Revotron 1.2T XE,Tata,Zest,Revotron 1.2T XE,2016,15000,Petrol,Individual,Manual,First Owner,10.0,441939,380000,MH94LE1705
Maruti Eeco 5 Seater AC BSIV,Maruti,Eeco,5 Seater AC BSIV,2018,25000,Petrol,Individual,Manual,First Owner,14.5,441981,300000,MH46DP9296
Renault Scala Diesel RxL,Renault,Scala,Diesel RxL,2015,60000,Diesel,Dealer,Manual,First Owner,10.0,442197,370000,MH72DR1351
Maruti SX4 Vxi BSIV,Maruti,SX4,Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,13.0,442440,225000,MH65SW9371
Honda City 1.3 DX,Honda,City,1.3 DX,2003,165000,Petrol,Individual,Manual,Second Owner,10.0,442548,120000,MH70UK7973
Tata Indigo Grand Dicor,Tata,Indigo,Grand Dicor,2014,120000,Diesel,Individual,Manual,First Owner,15.0,442756,225000,MH45LO1769
Tata Indica Vista Aqua TDI BSIII,Tata,Indica,Vista Aqua TDI BSIII,2009,30000,Diesel,Individual,Manual,First Owner,10.58,442953,150000,MH38JJ6740
Datsun RediGO 1.0 S,Datsun,RediGO,1.0 S,2017,15000,Petrol,Individual,Manual,First Owner,15.0,443038,250000,MH71GH1127
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Polo,Diesel Highline 1.2L,2012,77000,Diesel,Dealer,Manual,Third Owner,11.0,443070,335000,MH16LR1970
Hyundai Santro Xing XG AT,Hyundai,Santro,Xing XG AT,2006,90000,Petrol,Individual,Automatic,Second Owner,10.45,443129,160000,MH89CV7668
Honda City VX MT,Honda,City,VX MT,2010,48781,Petrol,Dealer,Manual,First Owner,13.0,443382,350000,MH27OT2038
Toyota Qualis FS B3,Toyota,Qualis,FS B3,2001,256000,Diesel,Dealer,Manual,First Owner,10.38,444101,150000,MH55MP9565
Honda City 1.5 GXI,Honda,City,1.5 GXI,2004,120000,Petrol,Individual,Manual,Second Owner,9.0,444204,125000,MH79QZ6929
Ford Figo Petrol Titanium,Ford,Figo,Petrol Titanium,2010,70000,Petrol,Individual,Manual,First Owner,11.0,444274,275000,MH98PM8377
Maruti Alto LXi,Maruti,Alto,LXi,2009,50000,Petrol,Individual,Manual,Second Owner,14.0,444313,110000,MH71SC7050
Mahindra Xylo E8,Mahindra,Xylo,E8,2010,72000,Diesel,Individual,Manual,Second Owner,15.0,444456,380000,MH36PJ4354
Maruti 800 AC BSIII,Maruti,800,AC BSIII,2005,20000,Petrol,Individual,Manual,Second Owner,12.01,444579,120000,MH22TJ3399
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2013,80000,Diesel,Individual,Manual,Second Owner,9.0,444613,385000,MH25KU4960
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Verna,1.6 SX CRDi (O),2011,90000,Diesel,Individual,Manual,First Owner,14.0,444822,390000,MH48TU7790
Mahindra Xylo E8 ABS Airbag BSIV,Mahindra,Xylo,E8 ABS Airbag BSIV,2011,160000,Diesel,Individual,Manual,First Owner,11.0,444880,275000,MH31TB3383
Hyundai Santro Xing XK (Non-AC),Hyundai,Santro,Xing XK (Non-AC),2007,50000,Petrol,Individual,Manual,First Owner,14.0,445084,100000,MH25JZ9323
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2008,102000,Petrol,Dealer,Manual,First Owner,12.54,445127,125000,MH31AL4524
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2018,30000,Petrol,Individual,Manual,First Owner,10.0,445379,229999,MH65TJ6864
Maruti Zen LX,Maruti,Zen,LX,2004,79000,Petrol,Individual,Manual,Second Owner,10.0,445393,105000,MH82WC6403
Maruti Omni MPI STD BSIV,Maruti,Omni,MPI STD BSIV,2018,10000,Petrol,Individual,Manual,First Owner,13.0,445574,200000,MH26ZY4305
Toyota Etios Cross 1.4L GD,Toyota,Etios,Cross 1.4L GD,2015,80000,Diesel,Individual,Manual,Second Owner,12.0,445712,350000,MH23OD3815
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2014,38000,Petrol,Individual,Manual,Second Owner,9.0,445913,260000,MH80WT2184
Maruti Zen Estilo LXI BS IV,Maruti,Zen,Estilo LXI BS IV,2009,120000,Petrol,Individual,Manual,First Owner,10.0,445917,140000,MH72SB2343
Renault KWID RXT,Renault,KWID,RXT,2017,50000,Petrol,Individual,Manual,First Owner,11.0,446112,280000,MH37CY4623
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2019,50000,Petrol,Individual,Manual,First Owner,9.0,446451,300000,MH86NJ1592
Maruti Alto K10 LXI CNG,Maruti,Alto,K10 LXI CNG,2020,40000,CNG,Individual,Manual,First Owner,15.0,446630,282000,MH91VY5680
Maruti Celerio ZXI,Maruti,Celerio,ZXI,2016,21000,Petrol,Dealer,Manual,First Owner,10.0,446792,434999,MH52TI4742
OpelCorsa 1.6Gls,,,,2004,73000,Petrol,Individual,Manual,Fourth & Above Owner,10.0,446903,142000,MH61GS4721
Hyundai i20 Sportz 1.2,Hyundai,i20,Sportz 1.2,2013,50000,Petrol,Individual,Manual,Second Owner,9.0,447196,380000,MH39MN3959
Renault KWID RXT,Renault,KWID,RXT,2015,14365,Petrol,Dealer,Manual,First Owner,10.0,447196,275000,MH23NL8557
Chevrolet Beat Diesel LS,Chevrolet,Beat,Diesel LS,2012,100000,Diesel,Individual,Manual,Second Owner,12.0,447357,220000,MH30ZT6564
Tata Indica Vista Quadrajet LS,Tata,Indica,Vista Quadrajet LS,2011,160000,Diesel,Individual,Manual,Second Owner,12.0,447418,229999,MH94FV1598
Ford Figo Diesel EXI,Ford,Figo,Diesel EXI,2012,80000,Diesel,Individual,Manual,Second Owner,13.1,447525,280000,MH96XP1845
Hyundai Xcent 1.2 Kappa SX,Hyundai,Xcent,1.2 Kappa SX,2016,12000,Petrol,Individual,Manual,First Owner,12.0,447769,350000,MH76VA9066
Chevrolet Spark 1.0 LS,Chevrolet,Spark,1.0 LS,2009,90000,Petrol,Individual,Manual,First Owner,14.65,447844,135000,MH14TN9843
Maruti SX4 Vxi BSIV,Maruti,SX4,Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,11.0,448097,225000,MH82ME1577
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2017,20000,Petrol,Individual,Manual,First Owner,12.84,448280,290000,MH57XC2794
Maruti Omni BSIII 8-STR W/ IMMOBILISER,Maruti,Omni,BSIII 8-STR W/ IMMOBILISER,2008,50000,Petrol,Individual,Manual,Second Owner,10.03,448334,150000,MH73NE6072
Hyundai i10 Magna,Hyundai,i10,Magna,2008,103921,Petrol,Individual,Manual,Second Owner,10.0,448378,140000,MH61NT1311
Maruti Swift Dzire VDi,Maruti,Swift,Dzire VDi,2009,120000,Diesel,Individual,Manual,Second Owner,10.0,448467,150000,MH59JB9250
Chevrolet Beat LT Option,Chevrolet,Beat,LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,12.0,448534,239000,MH14DN4453
Maruti Alto LX,Maruti,Alto,LX,2012,80000,Petrol,Individual,Manual,Second Owner,15.0,448605,220000,MH41TU3033
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2010,250000,Diesel,Individual,Manual,Second Owner,11.17,448697,300000,MH53GO2981
Honda City 1.5 V AT,Honda,City,1.5 V AT,2008,70000,Petrol,Individual,Automatic,First Owner,14.85,448725,140000,MH75XI2589
Maruti Alto LXi,Maruti,Alto,LXi,2007,70000,Petrol,Individual,Manual,Second Owner,10.0,448967,100000,MH86DQ9657
Hyundai EON Era Plus Option,Hyundai,EON,Era Plus Option,2014,55000,Petrol,Dealer,Manual,First Owner,9.03,449173,265000,MH87ZK7837
Maruti Wagon R LX Minor,Maruti,Wagon,R LX Minor,2013,70000,Petrol,Individual,Manual,Fourth & Above Owner,12.0,449571,240000,MH36AQ5886
Maruti A-Star Vxi,Maruti,A-Star,Vxi,2009,76000,Petrol,Individual,Manual,Second Owner,10.67,450008,120000,MH30DB7830
Maruti Omni MPI STD BSIV,Maruti,Omni,MPI STD BSIV,2012,90000,Petrol,Individual,Manual,First Owner,13.2,450093,250000,MH18YD2580
Hyundai Santro GS,Hyundai,Santro,GS,2005,56580,Petrol,Dealer,Manual,First Owner,9.98,450300,80000,MH32ZT2457
Maruti Alto K10 VXI,Maruti,Alto,K10 VXI,2017,31489,Petrol,Individual,Manual,First Owner,15.0,450337,300000,MH64GY1979
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2015,25000,Petrol,Individual,Manual,First Owner,14.49,450631,250000,MH15KI6831
Hyundai Santro Xing XG,Hyundai,Santro,Xing XG,2005,68500,Petrol,Dealer,Manual,First Owner,9.63,450645,70000,MH88RU5104
Honda Amaze EX i-Dtech,Honda,Amaze,EX i-Dtech,2015,40000,Diesel,Individual,Manual,Third Owner,12.0,450710,290000,MH44HZ1404
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2001,117000,Petrol,Individual,Manual,Second Owner,9.0,450900,70000,MH17HT1073
Nissan Micra Diesel XV,Nissan,Micra,Diesel XV,2013,90000,Diesel,Individual,Manual,First Owner,13.56,451386,300000,MH74OJ5629
Maruti 800 AC,Maruti,800,AC,2002,100000,Petrol,Individual,Manual,Second Owner,9.0,451689,65000,MH89UN5074
Mahindra Bolero DI,Mahindra,Bolero,DI,2004,120000,Diesel,Individual,Manual,Fourth & Above Owner,10.0,451795,110000,MH18EA1374
Maruti Swift Dzire VXi,Maruti,Swift,Dzire VXi,2011,70000,Petrol,Individual,Manual,Second Owner,14.45,451897,254999,MH36QI5857
Mahindra Quanto C6,Mahindra,Quanto,C6,2013,110000,Diesel,Individual,Manual,First Owner,12.43,451949,220000,MH40SY7992
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2018,20000,Petrol,Individual,Manual,First Owner,9.98,452044,270000,MH33KX2935
Hyundai i10 Sportz 1.2,Hyundai,i10,Sportz 1.2,2010,110000,Petrol,Individual,Manual,Second Owner,12.0,452171,250000,MH80NZ4841
Hyundai Verna XXi (Petrol),Hyundai,Verna,XXi (Petrol),2007,84000,Petrol,Individual,Manual,Second Owner,13.73,452379,150000,MH27TJ3815
Maruti 800 AC,Maruti,800,AC,2000,40000,Petrol,Individual,Manual,Third Owner,9.0,452409,60000,MH51XO6235
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2006,132000,Petrol,Individual,Manual,First Owner,9.0,452757,165000,MH24OH5290
Mahindra Verito 1.5 D2 BSIII,Mahindra,Verito,1.5 D2 BSIII,2014,30000,Diesel,Individual,Manual,First Owner,14.0,452775,250000,MH28UU6748
